Course Code,Course Name,Affiliation,Faculty,Telegram Group Name,Status,Telegram Link,Creator,Bot Set Up
MKT4716,Consumer Culture Theory,NUS,NUS Business School,NUS - MKT4716 Consumer Culture Theory,Active,https://t.me/+rOVcSfKCgshiMzk1,Jia Liang,TRUE
MKT4719,Distribution Management: Channels and Platforms,NUS,NUS Business School,NUS - MKT4719 Distribution Management: Channels and Platforms,Active,https://t.me/+ldHdZU20AIxmZmI1,Jia Liang,TRUE
MKT4720,Product Experience Management,NUS,NUS Business School,NUS - MKT4720 Product Experience Management,Active,https://t.me/+CUnR0DoidU83ZDY1,Jia Liang,TRUE
MKT4721,Customer Analytics & Visualization,NUS,NUS Business School,NUS - MKT4721 Customer Analytics & Visualization,Active,https://t.me/+L46RZy4HdyY4ZDJl,Jia Liang,TRUE
MKT4722,Personal Selling & Sales Management,NUS,NUS Business School,NUS - MKT4722 Personal Selling & Sales Management,Active,https://t.me/+hoBbAWAGiGw1OTM1,Jia Liang,TRUE
MKT4723,Customer Experience Management,NUS,NUS Business School,NUS - MKT4723 Customer Experience Management,Active,https://t.me/+rJ24k6bE1aMxMjg1,Jia Liang,TRUE
MKT4751,Advanced Independent Study in Marketing,NUS,NUS Business School,NUS - MKT4751 Advanced Independent Study in Marketing,Active,https://t.me/+Ezs8ckEcPXwyOTM1,Jia Liang,TRUE
MKT4752,Advanced Independent Study in Marketing,NUS,NUS Business School,NUS - MKT4752 Advanced Independent Study in Marketing,Active,https://t.me/+NlySOAuGQto5ZGU1,Jia Liang,TRUE
MKT4761,Seminars in Marketing,NUS,NUS Business School,NUS - MKT4761 Seminars in Marketing,Active,https://t.me/+WoxhV-J5Me1kYjQ1,Jia Liang,TRUE
DOS3701,Supply Chain Management,NUS,NUS Business School,NUS - DOS3701 Supply Chain Management,Active,https://t.me/+Z7xuh3GKIw0xYzI9,Jia Liang,TRUE
DOS3703,Service Operations Management,NUS,NUS Business School,NUS - DOS3703 Service Operations Management,Active,https://t.me/+gjw4KT0_ftsxZTI1,Jia Liang,TRUE
DOS3704,Operations Strategy,NUS,NUS Business School,NUS - DOS3704 Operations Strategy,Active,https://t.me/+Z-XLg4Kg2EhhNmE1,Jia Liang,TRUE
DOS3702,Procurement Management,NUS,NUS Business School,NUS - DOS3702 Procurement Management,Active,https://t.me/+V9Du5TEP-nowNjc9,Jia Liang,TRUE
DOS3712,Physical Distribution Management,NUS,NUS Business School,NUS - DOS3712 Physical Distribution Management,Active,https://t.me/+KxoK2C9-V9czYjRl,Jia Liang,TRUE
DOS3713,Project Management,NUS,NUS Business School,NUS - DOS3713 Project Management,Active,https://t.me/+dlSuqSTNv2QyNGQ9,Jia Liang,TRUE
DOS3714,Sustainable Operations Management,NUS,NUS Business School,NUS - DOS3714 Sustainable Operations Management,Active,https://t.me/+rRZkQr_0mWhlYjE1,Jia Liang,TRUE
DOS3751,Independent Study in Ops & Supply Chain Management,NUS,NUS Business School,NUS - DOS3751 Independent Study in Ops & Supply Chain Management,Active,https://t.me/+tebdRfBrPqQwZTg1,Jia Liang,TRUE
DOS3752,Independent Study in Ops & Supply Chain Management,NUS,NUS Business School,NUS - DOS3752 Independent Study in Ops & Supply Chain Management,Active,https://t.me/+V0gqDbm3F04wNzk1,Glastian,TRUE
DOS3761,Topics in Operations & Supply Chain Management,NUS,NUS Business School,NUS - DOS3761 Topics in Operations & Supply Chain Management,Active,https://t.me/+Gv3UlTKWKDNkZTBl,Glastian,TRUE
DOS4711,Supply Chain Applied Project,NUS,NUS Business School,NUS - DOS4711 Supply Chain Applied Project,Active,https://t.me/+okdJ_aS2XLUzNGFl,Glastian,TRUE
DOS4712,Co-ordination and Flexibility in SCM,NUS,NUS Business School,NUS - DOS4712 Co-ordination and Flexibility in SCM,Active,https://t.me/+vV9jHHFCX7lkNjk1,Glastian,TRUE
DOS4714,Service Design,NUS,NUS Business School,NUS - DOS4714 Service Design,Active,https://t.me/+LUGpSCkORK81NDk9,Glastian,TRUE
DOS4715,Lean Principles for Operational Excellence,NUS,NUS Business School,NUS - DOS4715 Lean Principles for Operational Excellence,Active,https://t.me/+2Wa3-tMT4s9kOTFl,Glastian,TRUE
DOS4751,Advanced Independent Study in Ops & Supply Chain Management,NUS,NUS Business School,NUS - DOS4751 Advanced Independent Study in Ops & Supply Chain Management,Active,https://t.me/+BWJlpA_n9o82OWQ1,Glastian,TRUE
DOS4752,Advanced Independent Study in Ops & Supply Chain Management,NUS,NUS Business School,NUS - DOS4752 Advanced Independent Study in Ops & Supply Chain Management,Active,https://t.me/+AnEhA3NUh8Q2ZmRl,Glastian,TRUE
DOS4761,Seminars in Operations and Supply Chain Management,NUS,NUS Business School,NUS - DOS4761 Seminars in Operations and Supply Chain Management,Active,https://t.me/+Y5HS5Clc-0I4NDQ1,Glastian,TRUE
ACC2706,Managerial Accounting,NUS,NUS Business School,NUS - ACC2706 Managerial Accounting,Active,https://t.me/+cSsBu4KxKdI5NGY1,Glastian,TRUE
ACC2707,Corporate Accounting & Reporting I,NUS,NUS Business School,NUS - ACC2707 Corporate Accounting & Reporting I,Active,https://t.me/+wKa4rxSYykhiMjQ1,Glastian,TRUE
ACC2708,Corporate Accounting & Reporting II,NUS,NUS Business School,NUS - ACC2708 Corporate Accounting & Reporting II,Active,https://t.me/+7WLEyRVmGRg1MzVl,Glastian,TRUE
ACC2709,Accounting Information Systems,NUS,NUS Business School,NUS - ACC2709 Accounting Information Systems,Active,https://t.me/+qkIHO36bgSc3YjNl,Glastian,TRUE
ACC3701,Assurance and Attestation,NUS,NUS Business School,NUS - ACC3701 Assurance and Attestation,Active,https://t.me/+zfoeBoVd98gzZWM1,Glastian,TRUE
ACC3702,Corporate and Securities Law,NUS,NUS Business School,NUS - ACC3702 Corporate and Securities Law,Active,https://t.me/+-Df36ItF_f03Yzc1,Glastian,TRUE
ACC3703,Taxation,NUS,NUS Business School,NUS - ACC3703 Taxation,Active,https://t.me/+caLIc9KgKc0yNzk1,Glastian,TRUE
ACC3706,"Governance, Risk Management and Sustainability",NUS,NUS Business School,"NUS - ACC3706 Governance, Risk Management and Sustainability",Active,https://t.me/+PAJxv3EH7l04Njg9,Glastian,TRUE
ACC4701,Integrated Perspectives in Accounting & Business,NUS,NUS Business School,NUS - ACC4701 Integrated Perspectives in Accounting & Business,Active,https://t.me/+CYAXgVIB0HxkNTk1,Glastian,TRUE
ACC4702,Advanced Corporate Accounting and Reporting,NUS,NUS Business School,NUS - ACC4702 Advanced Corporate Accounting and Reporting,Active,https://t.me/+wGavJf150XllM2Nl,Glastian,TRUE
ACC4703,Valuation,NUS,NUS Business School,NUS - ACC4703 Valuation,Active,https://t.me/+ibTTJfwwX3llZjdl,Glastian,TRUE
ACC2711,Sustainability Metrics and Performance Analysis,NUS,NUS Business School,NUS - ACC2711 Sustainability Metrics and Performance Analysis,Pending Creation,,,
ACC3711,Managerial Planning and Control,NUS,NUS Business School,NUS - ACC3711 Managerial Planning and Control,Pending Creation,,,
ACC3714,Startup Accounting,NUS,NUS Business School,NUS - ACC3714 Startup Accounting,Pending Creation,,,
ACC4711,Advanced Taxation,NUS,NUS Business School,NUS - ACC4711 Advanced Taxation,Pending Creation,,,
ACC4712,Forensic Accounting,NUS,NUS Business School,NUS - ACC4712 Forensic Accounting,Pending Creation,,,
ACC4713,Banking Institutions: Managing Risks in a Digital World,NUS,NUS Business School,NUS - ACC4713 Banking Institutions: Managing Risks in a Digital World,Pending Creation,,,
ACC4714,Advanced and Sustainability Assurance,NUS,NUS Business School,NUS - ACC4714 Advanced and Sustainability Assurance,Pending Creation,,,
ACC4715,Accounting Theory,NUS,NUS Business School,NUS - ACC4715 Accounting Theory,Pending Creation,,,
ACC4751,Advanced Independent Study in Accounting,NUS,NUS Business School,NUS - ACC4751 Advanced Independent Study in Accounting,Pending Creation,,,
ACC4752,Advanced Independent Study in Accounting,NUS,NUS Business School,NUS - ACC4752 Advanced Independent Study in Accounting,Pending Creation,,,
ACC4761,Seminars in Accounting,NUS,NUS Business School,NUS - ACC4761 Seminars in Accounting,Pending Creation,,,
RE2702,Land Law,NUS,NUS Business School,NUS - RE2702 Land Law,Pending Creation,,,
RE2705,Urban Economics,NUS,NUS Business School,NUS - RE2705 Urban Economics,Pending Creation,,,
RE3701,Real Estate Investment Analysis,NUS,NUS Business School,NUS - RE3701 Real Estate Investment Analysis,Pending Creation,,,
RE3705,Urban Planning,NUS,NUS Business School,NUS - RE3705 Urban Planning,Pending Creation,,,
RE3706,Principles of Real Estate Valuation,NUS,NUS Business School,NUS - RE3706 Principles of Real Estate Valuation,Pending Creation,,,
RE4701,Real Estate Development,NUS,NUS Business School,NUS - RE4701 Real Estate Development,Pending Creation,,,
RE3702,Property Tax and Statutory Valuation,NUS,NUS Business School,NUS - RE3702 Property Tax and Statutory Valuation,Pending Creation,,,
RE3703,Advanced Real Estate Economics,NUS,NUS Business School,NUS - RE3703 Advanced Real Estate Economics,Pending Creation,,,
RE3807,Corporate Finance for Real Estate,NUS,NUS Business School,NUS - RE3807 Corporate Finance for Real Estate,Pending Creation,,,
RE3808,Design and Construction,NUS,NUS Business School,NUS - RE3808 Design and Construction,Pending Creation,,,
RE3809,Real Estate Development & Finance Law,NUS,NUS Business School,NUS - RE3809 Real Estate Development & Finance Law,Pending Creation,,,
RE3810,Strategic Asset & Facility Management,NUS,NUS Business School,NUS - RE3810 Strategic Asset & Facility Management,Pending Creation,,,
RE4803,REIT and Business Trust Management,NUS,NUS Business School,NUS - RE4803 REIT and Business Trust Management,Pending Creation,,,
RE4808,Urban and Sustainability Policies,NUS,NUS Business School,NUS - RE4808 Urban and Sustainability Policies,Pending Creation,,,
RE4809,Topics in Real Estate,NUS,NUS Business School,NUS - RE4809 Topics in Real Estate,Pending Creation,,,
RE4810,International Real Estate,NUS,NUS Business School,NUS - RE4810 International Real Estate,Pending Creation,,,
RE4811,Advanced Real Estate Valuation,NUS,NUS Business School,NUS - RE4811 Advanced Real Estate Valuation,Pending Creation,,,
GEA1000,Quantitative Reasoning with Data,NUS,NUS,NUS - GEA1000 Quantitative Reasoning with Data,Pending Creation,,,
